entity,schema,endpoint,field,nested_in,json_type,nullable_observed,sample_value,source,notes
Article,legacy-news-by-language,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/GetNewsByLanguage,views,,string,yes,603,spec,from swagger.json ArticleCustomModel
Article,legacy-news-by-language,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/GetNewsByLanguage,stock,,array[TickerCustomModel],yes,"[{""ticker"":""MIH"",""exchangeName"":""Frankfurt Stock exchange""}]",spec,from swagger.json ArticleCustomModel
Article,legacy-search-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/SearchNews,articleId,,integer/int32,no,109486,spec,from swagger.json SearchNews
Article,legacy-search-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/SearchNews,headline,,string,yes,GA-ASI and Fujitsu sign MOU for unmanned aircraft systems in Japan,spec,from swagger.json SearchNews
Article,legacy-search-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/SearchNews,summary,,string,yes,General Atomics Aeronautical Systems and Fujitsu today announced...,spec,from swagger.json SearchNews
Article,legacy-search-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/SearchNews,dateTime,,string,yes,"Thu, 27 Aug 2026 14:04",spec,from swagger.json SearchNews
Article,legacy-search-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/News/SearchNews,photo,,array[ArticleImageCustomModel],yes,bexasia2026.jpg,spec,from swagger.json SearchNews
Article,legacy-featured-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetFeaturedNews,articleId,,integer/int32,no,109486,spec,from swagger.json PhotoNews
Article,legacy-featured-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetFeaturedNews,headline,,string,yes,GA-ASI and Fujitsu sign MOU for unmanned aircraft systems in Japan,spec,from swagger.json PhotoNews
Article,legacy-featured-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetFeaturedNews,summary,,string,yes,General Atomics Aeronautical Systems and Fujitsu today announced...,spec,from swagger.json PhotoNews
Article,legacy-featured-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetFeaturedNews,dateTime,,string,yes,"Thu, 27 Aug 2026 14:04",spec,from swagger.json PhotoNews
Article,legacy-featured-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetFeaturedNews,photo,,array[ArticleImageCustomModel],yes,bexasia2026.jpg,spec,from swagger.json PhotoNews
Article,legacy-photo-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetPhotoNews,articleId,,integer/int32,no,109486,spec,from swagger.json PhotoNews
Article,legacy-photo-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetPhotoNews,headline,,string,yes,GA-ASI and Fujitsu sign MOU for unmanned aircraft systems in Japan,spec,from swagger.json PhotoNews
Article,legacy-photo-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetPhotoNews,summary,,string,yes,General Atomics Aeronautical Systems and Fujitsu today announced...,spec,from swagger.json PhotoNews
Article,legacy-photo-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetPhotoNews,dateTime,,string,yes,"Thu, 27 Aug 2026 14:04",spec,from swagger.json PhotoNews
Article,legacy-photo-news,https://www.acnnewswire.com/acnnewswireapi/api/v1/Photo/GetPhotoNews,photo,,array[ArticleImageCustomModel],yes,bexasia2026.jpg,spec,from swagger.json PhotoNews
Article,legacy-news-by-sector,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsBySector,articleId,,integer/int32,no,109486,spec,from swagger.json SectorNews
Article,legacy-news-by-sector,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsBySector,headline,,string,yes,GA-ASI and Fujitsu sign MOU for unmanned aircraft systems in Japan,spec,from swagger.json SectorNews
Article,legacy-news-by-sector,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsBySector,summary,,string,yes,General Atomics Aeronautical Systems and Fujitsu today announced...,spec,from swagger.json SectorNews
Article,legacy-news-by-sector,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsBySector,dateTime,,string,yes,"Thu, 27 Aug 2026 14:04",spec,from swagger.json SectorNews
Article,legacy-news-by-sector,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsBySector,photo,,array[ArticleImageCustomModel],yes,bexasia2026.jpg,spec,from swagger.json SectorNews
Article,legacy-news-by-industry,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsbyIndustry,articleId,,integer/int32,no,109486,spec,from swagger.json SectorNews
Article,legacy-news-by-industry,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsbyIndustry,headline,,string,yes,GA-ASI and Fujitsu sign MOU for unmanned aircraft systems in Japan,spec,from swagger.json SectorNews
Article,legacy-news-by-industry,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsbyIndustry,summary,,string,yes,General Atomics Aeronautical Systems and Fujitsu today announced...,spec,from swagger.json SectorNews
Article,legacy-news-by-industry,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsbyIndustry,dateTime,,string,yes,"Thu, 27 Aug 2026 14:04",spec,from swagger.json SectorNews
Article,legacy-news-by-industry,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetNewsbyIndustry,photo,,array[ArticleImageCustomModel],yes,bexasia2026.jpg,spec,from swagger.json SectorNews
Sector,legacy-sectors,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetSectors,id,,integer/int32,no,109486,spec,from swagger.json SectorNameModel
Sector,legacy-sectors,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetSectors,name,,string,yes,Japan,spec,from swagger.json SectorNameModel
Sector,legacy-sectors,https://www.acnnewswire.com/acnnewswireapi/api/v1/Sector/GetSectors,industry,,array[IndustryModel],yes,"[{""id"":33,""name"":""Construct Engineering""}]",spec,from swagger.json SectorNameModel
Article.photo[],legacy-articleimagecustommodel,(nested type),thumbImage,,string,yes,,spec,from swagger.json ArticleImageCustomModel
Article.photo[],legacy-articleimagecustommodel,(nested type),bigImage,,string,yes,20260827.CCS_1.jpg,spec,from swagger.json ArticleImageCustomModel
Article.photo[],legacy-articleimagecustommodel,(nested type),caption,,string,yes,,spec,from swagger.json ArticleImageCustomModel
Article.location,legacy-locationmodelcustom,(nested type),name,,string,yes,Japan,spec,from swagger.json LocationModelCustom
Article.location,legacy-locationmodelcustom,(nested type),sub_Location,,string,yes,TOKYO,spec,from swagger.json LocationModelCustom
Article.stock[],legacy-tickercustommodel,(nested type),companyName,,string,yes,Mitsubishi Heavy Industries (MHI),spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),url,,string,yes,www.bex-asia.com,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),exchangeName,,string,yes,Frankfurt Stock exchange,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),bloombergCode,,string,yes,GR,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),reutersCode,,string,yes,F,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),quoteMediaCode,,string,yes,FRA,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),ticker,,string,yes,MIH,spec,from swagger.json TickerCustomModel
Article.stock[],legacy-tickercustommodel,(nested type),isin,,string,yes,JP3902400005,spec,from swagger.json TickerCustomModel
Sector.industry[],legacy-industrymodel,(nested type),id,,integer/int32,no,109486,spec,from swagger.json IndustryModel
Sector.industry[],legacy-industrymodel,(nested type),name,,string,yes,Japan,spec,from swagger.json IndustryModel
Error,legacy-problemdetails,(nested type),type,,string,yes,https://tools.ietf.org/html/rfc7231,spec,from swagger.json ProblemDetails
Error,legacy-problemdetails,(nested type),title,,string,yes,Not Found,spec,from swagger.json ProblemDetails
Error,legacy-problemdetails,(nested type),status,,integer/int32,yes,404,spec,from swagger.json ProblemDetails
Error,legacy-problemdetails,(nested type),detail,,string,yes,The required column 'Sectors' was not present,spec,from swagger.json ProblemDetails
Error,legacy-problemdetails,(nested type),instance,,string,yes,/api/Articles/by-company/82,spec,from swagger.json ProblemDetails
